PIPEVALVE 00001101;1367;0.5
PIPEVALVE 00001102;1383;0.5
PIPEVALVE 00001103;1386;0.5
PIPEVALVE 00001104;3339;0.5
PIPEVALVE 00001105;1355;0.5
PIPEVALVE 00001106;1356;0.5
PIPEVALVE 00001109;1392;0.5
PIPEVALVE 00001110;1393;0.5
PIPEVALVE 00001111;1394;0.5
PIPEVALVE 00001112;1395;0.5
PIPEVALVE 00001113;1396;0.5
PIPEVALVE 00001114;1329;0.5
PIPEVALVE 00001117;1400;0.5
PIPEVALVE 00001118;1401;0.5
PIPEVALVE 00001119;1349;0.5
PIPEVALVE 00001120;1350;0.5
PIPEVALVE 00001121;1404;0.5
PIPEVALVE 00001122;1405;0.5
PIPEVALVE 00001123;1410;0.5
PIPEVALVE 00001124;1411;0.5
PIPEVALVE 00001125;1414;0.5
PIPEVALVE 00001126;1415;0.5
PIPEVALVE 00001127;1340;0.5
PIPEVALVE 00001128;1339;0.5
PIPEVALVE 00001129;1419;0.5
PIPEVALVE 00001130;1338;0.5
PIPEVALVE 00001131;1336;0.5
PIPEVALVE 00001132;1424;0.5
PIPEVALVE 00001133;1343;0.5
PIPEVALVE 00001134;1344;0.5
PIPEVALVE 00001135;1375;0.5
PIPEVALVE 00001136;1429;0.5
PIPEVALVE 00001137;1431;0.5
PIPEVALVE 00001138;1432;0.5
PIPEVALVE 00001139;1433;0.5
PIPEVALVE 00001140;1434;0.5
PIPEVALVE 00001141;1438;0.5
PIPEVALVE 00001142;1440;0.5
PIPEVALVE 00001143;1443;0.5
PIPEVALVE 00001144;1444;0.5
PIPEVALVE 00001145;1446;0.5
PIPEVALVE 00001146;1448;0.5
PIPEVALVE 00001147;1450;0.5
PIPEVALVE 00001148;1449;0.5
PIPEVALVE 00001149;1454;0.5
PIPEVALVE 00001150;1453;0.5
PIPEVALVE 00001151;1458;0.5
PIPEVALVE 00001152;1460;0.5
PIPEVALVE 00001153;1463;0.5
PIPEVALVE 00001154;1464;0.5
PIPEVALVE 00001155;1465;0.5
PIPEVALVE 00001156;1468;0.5
PIPEVALVE 00001157;1470;0.5
PIPEVALVE 00001158;1469;0.5
PIPEVALVE 00001159;1474;0.5
PIPEVALVE 00001160;1473;0.5
PIPEVALVE 00001161;1479;0.5
PIPEVALVE 00001162;1478;0.5
PIPEVALVE 00001163;1483;0.5
PIPEVALVE 00001164;1484;0.5
PIPEVALVE 00001165;1486;0.5
PIPEVALVE 00001166;1488;0.5
PIPEVALVE 00001167;1490;0.5
PIPEVALVE 00001168;1489;0.5
PIPEVALVE 00001169;1493;0.5
PIPEVALVE 00001170;1494;0.5
PIPEVALVE 00001171;1498;0.5
PIPEVALVE 00001172;1500;0.5
PIPEVALVE 00001173;1503;0.5
PIPEVALVE 00001174;1504;0.5
PIPEVALVE 00001175;1505;0.5
PIPEVALVE 00001176;1508;0.5
PIPEVALVE 00001177;1509;0.5
PIPEVALVE 00001178;1510;0.5
PIPEVALVE 00001179;1513;0.5
PIPEVALVE 00001180;1514;0.5
PIPEVALVE 00001185;1534;0.5
PIPEVALVE 00001186;1523;0.5
PIPEVALVE 00001187;1536;0.5
PIPEVALVE 00001188;1521;0.5
PIPEVALVE 00001189;3350;0.5
PIPEVALVE 00001190;1541;0.5
PIPEVALVE 00001191;1543;0.5
PIPEVALVE 00001192;1542;0.5
PIPEVALVE 00001193;1546;0.5
PIPEVALVE 00001194;1518;0.5
PIPEVALVE 00001195;1554;0.5
PIPEVALVE 00001196;1555;0.5
PIPEVALVE 00001197;1559;0.5
PIPEVALVE 00001198;1558;0.5
PIPEVALVE 00001201;1371;0.5
PIPEVALVE 00001202;1561;0.5
PIPEVALVE 00001203;1565;0.5
PIPEVALVE 00001204;1567;0.5
PIPEVALVE 00001205;1570;0.5
PIPEVALVE 00001206;1571;0.5
PIPEVALVE 00001207;1576;0.5
PIPEVALVE 00001208;1575;0.5
PIPEVALVE 00001209;1581;0.5
PIPEVALVE 00001210;1528;0.5
PIPEVALVE 00001211;1585;0.5
PIPEVALVE 00001212;1586;0.5
PIPEVALVE 00001213;1593;0.5
PIPEVALVE 00001214;1590;0.5
PIPEVALVE 00001215;1580;0.5
PIPEVALVE 00001216;1600;0.5
PIPEVALVE 00001217;1606;0.5
PIPEVALVE 00001218;1605;0.5
PIPEVALVE 00001219;1618;0.5
PIPEVALVE 00001220;1619;0.5
PIPEVALVE 00001221;1620;0.5
PIPEVALVE 00001222;1623;0.5
PIPEVALVE 00001223;1628;0.5
PIPEVALVE 00001224;1629;0.5
PIPEVALVE 00001225;1634;0.5
PIPEVALVE 00001226;1633;0.5
PIPEVALVE 00001227;1630;0.5
PIPEVALVE 00001228;1631;0.5
PIPEVALVE 00001229;1638;0.5
PIPEVALVE 00001230;1643;0.5
PIPEVALVE 00001231;1645;0.5
PIPEVALVE 00001232;1644;0.5
PIPEVALVE 00001233;1648;0.5
PIPEVALVE 00001234;1653;0.5
PIPEVALVE 00001235;1655;0.5
PIPEVALVE 00001236;1654;0.5
PIPEVALVE 00001237;1660;0.5
PIPEVALVE 00001238;1663;0.5
PIPEVALVE 00001239;1664;0.5
PIPEVALVE 00001240;3378;0.5
PIPEVALVE 00001241;1691;0.5
PIPEVALVE 00001242;3383;0.5
PIPEVALVE 00001243;1696;0.5
PIPEVALVE 00001244;1694;0.5
PIPEVALVE 00001245;1692;0.5
PIPEVALVE 00001246;1699;0.5
PIPEVALVE 00001247;1700;0.5
PIPEVALVE 00001248;1688;0.5
PIPEVALVE 00001249;1686;0.5
PIPEVALVE 00001250;1687;0.5
PIPEVALVE 00001251;1704;0.5
PIPEVALVE 00001252;1705;0.5
PIPEVALVE 00001255;1709;0.5
PIPEVALVE 00001256;1710;0.5
PIPEVALVE 00001257;1670;0.5
PIPEVALVE 00001258;1671;0.5
PIPEVALVE 00001259;1713;0.5
PIPEVALVE 00001260;1714;0.5
PIPEVALVE 00001261;1719;0.5
PIPEVALVE 00001262;1718;0.5
PIPEVALVE 00001263;1723;0.5
PIPEVALVE 00001264;1724;0.5
PIPEVALVE 00001265;1725;0.5
PIPEVALVE 00001266;1728;0.5
PIPEVALVE 00001267;1733;0.5
PIPEVALVE 00001268;1734;0.5
PIPEVALVE 00001269;1736;0.5
PIPEVALVE 00001270;1738;0.5
PIPEVALVE 00001271;1743;0.5
PIPEVALVE 00001272;1744;0.5
PIPEVALVE 00001273;1746;0.5
PIPEVALVE 00001274;1748;0.5
PIPEVALVE 00001275;1749;0.5
PIPEVALVE 00001276;1750;0.5
PIPEVALVE 00001277;1753;0.5
PIPEVALVE 00001278;1754;0.5
PIPEVALVE 00001279;1758;0.5
PIPEVALVE 00001280;1760;0.5
PIPEVALVE 00001281;1763;0.5
PIPEVALVE 00001282;1764;0.5
PIPEVALVE 00001283;1773;0.5
PIPEVALVE 00001284;1774;0.5
