7891;7892;1;bar;1
3384;3383;2;bar;1
3600;3601;3.2;bar;0
3624;3625;3.5;bar;0
4148;4149;2;bar;0
3657;3656;2;bar;0
2585;2584;0;bar;0
723;724;2;bar;0
