10603;504.14;1;UFM63ZP06
10604;502.54;1;UFM63ZP06
10605;502.54;-1;UFM63ZP06
10606;504.19;1;UFM63ZP06
10607;504.19;-1;UFM63ZP06
10608;503.22;-1;UFM63ZP06
10609;503.22;1;UFM63ZP06
10610;504.13;-1;UFM63ZP06
10611;504.13;1;UFM63ZP06
10612;503.29;-1;UFM63ZP06
10613;503.29;1;UFM63ZP06
10614;503.24;-1;UFM63ZP06
10615;503.24;1;UFM63ZP06
10616;503.26;1;UFM63ZP06
10617;503.26;-1;UFM63ZP06
10618;503.26;-1;UFM63ZP06
10619;503.26;1;UFM63ZP06
10622;503.92;1;UFM63ZP06
10623;503.92;-1;UFM63ZP06
10624;503.72;-1;UFM63ZP06
10625;503.72;1;UFM63ZP06
10626;503.96;1;UFM63ZP06
10627;503.96;-1;UFM63ZP06
10628;503.94;1;UFM63ZP06
10629;503.94;-1;UFM63ZP06
10630;503.94;1;UFM63ZP06
10631;503.94;-1;UFM63ZP06
10632;505.35;-1;UFM63ZP06
10633;505.35;1;UFM63ZP06
10634;503.35;1;UFM63ZP06
10635;503.35;-1;UFM63ZP06
10636;503.77;-1;UFM63ZP06
10637;503.77;1;UFM63ZP06
10638;502.99;-1;UFM63ZP06
10639;502.99;1;UFM63ZP06
10640;502.99;-1;UFM63ZP06
10641;502.99;1;UFM63ZP06
10642;503.92;1;UFM63ZP06
10643;503.92;-1;UFM63ZP06
10644;503.92;1;UFM63ZP06
10645;503.92;-1;UFM63ZP06
10646;503.91;1;UFM63ZP06
10647;503.91;-1;UFM63ZP06
10648;503.91;1;UFM63ZP06
10649;503.91;-1;UFM63ZP06
10650;503.88;-1;UFM63ZP06
10651;503.88;1;UFM63ZP06
10652;503.88;1;UFM63ZP06
10653;503.88;-1;UFM63ZP06
10654;503.01;1;UFM63ZP06
10655;503.01;-1;UFM63ZP06
10656;503.01;-1;UFM63ZP06
10657;503.01;1;UFM63ZP06
10658;502.53;1;UFM63ZP06
10659;502.53;-1;UFM63ZP06
10660;503.01;-1;UFM63ZP06
10661;503.01;1;UFM63ZP06
10662;503.01;-1;UFM63ZP06
10663;503.01;1;UFM63ZP06
10664;503.88;-1;UFM63ZP06
10665;503.88;1;UFM63ZP06
10666;503.88;-1;UFM63ZP06
10667;503.88;1;UFM63ZP06
10668;503.88;1;UFM63ZP06
10669;503.88;-1;UFM63ZP06
10670;503.88;-1;UFM63ZP06
10671;503.88;1;UFM63ZP06
10672;502.90;1;UFM63ZP06
10673;502.90;-1;UFM63ZP06
10674;502.97;1;UFM63ZP06
10675;502.97;-1;UFM63ZP06
10676;503.85;1;UFM63ZP07
10677;503.85;-1;UFM63ZP07
10678;503.85;-1;UFM61ZP31
10679;503.85;1;UFM61ZP31
10711;506.25;-1;UFM63ZP05
10712;506.25;1;UFM63ZP05
10713;505.54;-1;UFM63ZP05
10714;505.54;1;UFM63ZP05
10715;507.09;-1;UFM63ZP05
10716;507.09;1;UFM63ZP05
10717;506.52;1;UFM63ZP05
10718;506.52;-1;UFM63ZP05
10719;506.65;1;UFM63ZP05
10720;506.65;-1;UFM63ZP05
10721;506.28;-1;UFM63ZP05
10722;506.28;1;UFM63ZP05
10725;506.48;1;UFM63ZP05
10726;506.48;-1;UFM63ZP05
10727;506.37;-1;UFM63ZP05
10728;506.37;1;UFM63ZP05
10729;504.36;1;UFM63ZP05
10730;504.36;-1;UFM63ZP05
10731;504.90;1;UFM63ZP05
10732;504.90;-1;UFM63ZP05
10866;504.60;-1;UFM63ZP05
10867;504.60;1;UFM63ZP05
10954;499.14;1;UFM61ZP02
10955;499.14;-1;UFM61ZP02
10956;499.14;1;UFM61ZP02
10957;499.14;-1;UFM61ZP02
10958;496.41;1;UFM61ZP02
10959;496.41;-1;UFM61ZP02
10992;499.14;-1;UFM61ZP02
10993;499.14;1;UFM61ZP02
10994;499.14;1;UFM61ZP02
10995;499.14;-1;UFM61ZP02
10996;499.14;1;UFM61ZP02
10997;499.14;-1;UFM61ZP02
11016;499.26;-1;UFM61ZP03
11017;499.26;1;UFM61ZP03
11022;498.21;1;UFM61ZP03
11023;498.21;-1;UFM61ZP03
11024;499.04;-1;UFM61ZP01
11026;499.04;1;UFM61ZP01
11027;500.19;-1;UFM61ZP01
11028;500.74;1;UFM61ZP01
11029;500.74;-1;UFM61ZP01
11032;500.19;1;UFM61ZP01
11033;500.19;-1;UFM61ZP01
11034;500.74;-1;UFM61ZP01
11035;500.74;1;UFM61ZP01
11052;500.76;1;UFM63ZP00
11053;500.76;-1;UFM63ZP00
11054;501.28;1;UFM63ZP01
11055;501.28;-1;UFM63ZP01
11056;502.09;1;UFM63ZP01
11057;502.09;-1;UFM63ZP01
11062;502.59;1;UFM63ZP01
11063;502.59;-1;UFM63ZP01
11064;502.59;1;UFM63ZP01
11065;502.59;-1;UFM63ZP01
11066;502.59;1;UFM63ZP01
11067;502.59;-1;UFM63ZP01
11068;502.59;-1;UFM63ZP01
11069;502.59;1;UFM63ZP01
11070;502.59;1;UFM63ZP01
11071;502.59;-1;UFM63ZP01
11072;502.59;-1;UFM63ZP01
11073;502.59;1;UFM63ZP01
11074;502.59;1;UFM63ZP01
11075;502.59;-1;UFM63ZP01
11076;503.13;1;UFM63ZP01
11077;503.13;-1;UFM63ZP01
11078;503.13;1;UFM63ZP01
11079;503.13;-1;UFM63ZP01
11080;503.13;1;UFM63ZP01
11081;503.13;-1;UFM63ZP01
11082;503.13;-1;UFM63ZP01
11083;503.13;1;UFM63ZP01
11084;503.13;1;UFM63ZP01
11085;503.13;-1;UFM63ZP01
11086;503.13;-1;UFM63ZP01
11087;503.13;1;UFM63ZP01
11089;503.13;-1;UFM63ZP01
11090;503.13;1;UFM63ZP01
11091;503.13;1;UFM63ZP01
11092;503.13;-1;UFM63ZP01
11093;503.13;-1;UFM63ZP01
11094;503.13;1;UFM63ZP01
11095;503.13;-1;UFM63ZP01
11096;503.13;1;UFM63ZP01
11097;502.59;-1;UFM63ZP01
11098;502.59;1;UFM63ZP01
11099;501.94;-1;UFM63ZP01
11100;501.94;1;UFM63ZP01
11101;501.94;1;UFM63ZP01
11102;501.94;-1;UFM63ZP01
11103;501.94;1;UFM63ZP01
11104;501.94;-1;UFM63ZP01
11105;501.94;-1;UFM63ZP01
11106;501.94;1;UFM63ZP01
11107;501.94;-1;UFM63ZP01
11108;501.94;1;UFM63ZP01
11109;501.94;1;UFM63ZP01
11110;501.94;-1;UFM63ZP01
11117;502.59;-1;UFM63ZP01
11118;502.59;1;UFM63ZP01
11119;502.59;1;UFM63ZP01
11120;502.59;-1;UFM63ZP01
11121;499.04;1;UFM63ZP01
11122;499.04;-1;UFM63ZP01
11123;503.36;-1;UFM63ZP01
11124;503.36;1;UFM63ZP01
11125;504.12;1;UFM63ZP01
11126;504.12;-1;UFM63ZP01
11127;505.43;-1;UFM63ZP08
11128;505.43;1;UFM63ZP08
11129;505.12;-1;UFM63ZP08
11130;505.12;1;UFM63ZP08
11131;505.59;1;UFM63ZP08
11132;505.59;-1;UFM63ZP08
11133;505.74;-1;UFM63ZP08
11134;505.74;1;UFM63ZP08
11135;505.36;-1;UFM63ZP07
11136;505.36;1;UFM63ZP07
11137;505.38;-1;UFM63ZP07
11138;505.38;1;UFM63ZP07
11139;505.56;-1;UFM63ZP07
11140;505.56;1;UFM63ZP07
11141;505.35;1;UFM63ZP07
11142;505.35;-1;UFM63ZP07
11143;505.57;-1;UFM63ZP07
11144;505.57;1;UFM63ZP07
11145;505.68;-1;UFM63ZP07
11146;505.68;1;UFM63ZP07
11147;506.06;-1;UFM63ZP07
11148;506.06;1;UFM63ZP07
11149;505.63;-1;UFM63ZP07
11150;505.63;1;UFM63ZP07
11151;505.04;1;UFM63ZP07
11152;505.04;-1;UFM63ZP07
11153;504.86;-1;UFM63ZP08
11154;504.86;1;UFM63ZP08
11155;505.08;-1;UFM63ZP07
11156;505.08;1;UFM63ZP07
11157;505.12;1;UFM63ZP08
11158;505.12;-1;UFM63ZP08
11159;506.15;-1;UFM63ZP08
11160;506.15;1;UFM63ZP08
11162;504.74;-1;UFM63ZP08
11163;504.62;1;UFM63ZP07
11164;504.62;-1;UFM63ZP07
11165;505.86;1;UFM63ZP07
11166;505.86;-1;UFM63ZP07
11167;502.30;-1;UFM61ZP31
11168;502.30;1;UFM61ZP31
11169;502.30;1;UFM61ZP31
11170;502.30;-1;UFM61ZP31
11171;502.30;-1;UFM61ZP31
11172;502.30;1;UFM61ZP31
11173;502.30;-1;UFM61ZP31
11174;502.30;1;UFM61ZP31
11175;502.30;-1;UFM61ZP31
11176;502.30;1;UFM61ZP31
11177;502.30;-1;UFM61ZP31
11178;502.30;1;UFM61ZP31
11179;503.24;-1;UFM61ZP31
11180;503.24;1;UFM61ZP31
11181;503.24;-1;UFM61ZP31
11182;503.24;1;UFM61ZP31
11183;502.30;-1;UFM63ZP07
11184;502.30;1;UFM63ZP07
11185;502.30;-1;UFM63ZP07
11186;502.30;1;UFM63ZP07
11187;502.30;1;UFM63ZP07
11188;502.30;-1;UFM63ZP07
11191;503.01;-1;UFM63ZP07
11192;503.01;1;UFM63ZP07
11193;503.03;1;UFM63ZP07
11194;503.75;-1;UFM63ZP07
11195;503.79;-1;UFM63ZP07
11196;503.79;1;UFM63ZP07
11197;504.70;-1;UFM63ZP03
11198;504.70;1;UFM63ZP03
11199;505.52;-1;UFM63ZP03
11200;505.52;1;UFM63ZP03
11201;505.06;1;UFM63ZP03
11202;505.06;-1;UFM63ZP03
11203;504.64;-1;UFM63ZP03
11204;504.64;1;UFM63ZP03
11205;506.05;1;UFM63ZP03
11206;506.05;-1;UFM63ZP03
11209;505.44;1;UFM63ZP03
11210;505.44;-1;UFM63ZP03
11211;504.61;1;UFM63ZP03
11212;504.61;-1;UFM63ZP03
11213;504.62;-1;UFM63ZP03
11214;504.62;1;UFM63ZP03
11217;505.30;-1;UFM63ZP03
11218;505.30;1;UFM63ZP03
11219;505.00;1;UFM63ZP03
11220;505.00;-1;UFM63ZP03
11221;504.08;-1;UFM63ZP03
11222;504.08;1;UFM63ZP03
11223;505.30;-1;UFM63ZP03
11224;505.30;1;UFM63ZP03
11225;505.30;-1;UFM63ZP03
11226;505.30;1;UFM63ZP03
11227;503.85;-1;UFM63ZP03
11228;503.85;1;UFM63ZP03
11229;504.24;1;UFM63ZP03
11230;504.24;-1;UFM63ZP03
11231;503.68;-1;UFM63ZP03
11232;503.68;1;UFM63ZP03
11233;504.05;1;UFM63ZP03
11234;504.05;-1;UFM63ZP03
11235;505.80;-1;UFM63ZP03
11236;505.80;1;UFM63ZP03
11237;504.72;1;UFM63ZP03
11238;504.72;-1;UFM63ZP03
11239;504.74;1;UFM63ZP03
11240;504.74;-1;UFM63ZP03
11241;506.30;1;UFM63ZP03
11242;506.30;-1;UFM63ZP03
11243;505.73;1;UFM63ZP03
11244;505.73;-1;UFM63ZP03
11245;506.17;-1;UFM63ZP03
11246;506.17;1;UFM63ZP03
11247;505.69;1;UFM63ZP03
11248;505.69;-1;UFM63ZP03
11249;505.26;-1;UFM63ZP03
11250;505.26;1;UFM63ZP03
11251;504.73;-1;UFM63ZP03
11252;504.73;1;UFM63ZP03
11253;505.61;1;UFM63ZP03
11254;505.61;-1;UFM63ZP03
11255;505.84;-1;UFM63ZP03
11256;505.84;1;UFM63ZP03
11257;506.30;-1;UFM63ZP03
11258;506.30;1;UFM63ZP03
11259;505.93;-1;UFM63ZP03
11260;505.93;1;UFM63ZP03
11261;505.54;1;UFM63ZP03
11262;505.54;-1;UFM63ZP03
11263;505.40;-1;UFM63ZP03
11264;505.40;1;UFM63ZP03
11265;505.05;1;UFM63ZP03
11266;505.05;-1;UFM63ZP03
11267;505.39;1;UFM63ZP03
11268;505.39;-1;UFM63ZP03
11269;505.39;1;UFM63ZP03
11270;505.39;-1;UFM63ZP03
11271;504.72;1;UFM63ZP03
11272;504.72;-1;UFM63ZP03
11273;504.45;1;UFM63ZP03
11274;504.45;-1;UFM63ZP03
11275;504.98;-1;UFM63ZP03
11276;504.98;1;UFM63ZP03
11277;504.30;-1;UFM63ZP03
11278;504.30;1;UFM63ZP03
11279;504.95;1;UFM63ZP03
11280;504.95;-1;UFM63ZP03
11281;504.11;1;UFM63ZP03
11282;504.11;-1;UFM63ZP03
11283;502.14;1;UFM63ZP05
11284;502.14;-1;UFM63ZP05
11285;505.49;-1;UFM63ZP04
11286;505.49;1;UFM63ZP04
11287;506.03;-1;UFM63ZP04
11288;506.03;1;UFM63ZP04
11289;502.20;-1;UFM63ZP04
11290;502.20;1;UFM63ZP04
11291;505.08;-1;UFM63ZP03
11292;505.08;1;UFM63ZP03
11293;506.20;1;UFM63ZP04
11294;506.20;-1;UFM63ZP04
11295;504.98;1;UFM63ZP03
11296;504.98;-1;UFM63ZP03
11297;505.41;1;UFM63ZP03
11298;505.41;-1;UFM63ZP03
11301;505.43;1;UFM63ZP03
11302;505.43;-1;UFM63ZP03
11303;505.53;-1;UFM63ZP04
11304;505.53;1;UFM63ZP04
11305;506.80;1;UFM63ZP04
11306;506.80;-1;UFM63ZP04
11307;506.30;1;UFM63ZP04
11308;506.30;-1;UFM63ZP04
11309;506.69;1;UFM63ZP04
11310;506.69;-1;UFM63ZP04
11311;506.69;1;UFM63ZP04
11312;506.69;-1;UFM63ZP04
11313;506.69;1;UFM63ZP04
11314;506.69;-1;UFM63ZP04
11315;506.29;1;UFM63ZP04
11316;506.29;-1;UFM63ZP04
11317;506.29;1;UFM63ZP04
11318;506.29;-1;UFM63ZP04
11319;506.69;1;UFM63ZP04
11320;506.69;-1;UFM63ZP04
11321;506.69;-1;UFM63ZP04
11322;506.69;1;UFM63ZP04
11323;506.69;-1;UFM63ZP04
11324;506.69;1;UFM63ZP04
11325;506.69;-1;UFM63ZP04
11326;506.69;1;UFM63ZP04
11327;506.69;1;UFM63ZP04
11328;506.69;-1;UFM63ZP04
11329;507.67;-1;UFM63ZP04
11330;507.67;1;UFM63ZP04
11331;507.69;-1;UFM63ZP04
11332;507.69;1;UFM63ZP04
11333;508.00;1;UFM63ZP04
11334;508.00;-1;UFM63ZP04
11335;506.39;1;UFM63ZP04
11336;506.39;-1;UFM63ZP04
11337;507.85;-1;UFM63ZP04
11338;507.85;1;UFM63ZP04
11339;507.85;1;UFM63ZP04
11340;507.85;-1;UFM63ZP04
11341;505.65;-1;UFM63ZP04
11342;505.14;1;UFM63ZP04
11343;504.90;-1;UFM63ZP04
11344;504.90;1;UFM63ZP04
11345;505.50;1;UFM63ZP04
11346;505.50;-1;UFM63ZP04
11347;506.52;-1;UFM63ZP04
11348;506.52;1;UFM63ZP04
11349;506.46;1;UFM63ZP04
11350;506.46;-1;UFM63ZP04
11351;505.80;-1;UFM63ZP04
11352;505.80;1;UFM63ZP04
11355;506.02;1;UFM63ZP04
11356;506.02;-1;UFM63ZP04
11357;505.88;1;UFM63ZP04
11358;505.88;-1;UFM63ZP04
11359;504.96;-1;UFM63ZP04
11360;504.96;1;UFM63ZP04
11361;505.68;1;UFM63ZP04
11362;505.68;-1;UFM63ZP04
11363;506.68;1;UFM63ZP04
11364;506.68;-1;UFM63ZP04
11365;506.47;-1;UFM63ZP04
11366;506.47;1;UFM63ZP04
11367;506.52;1;UFM63ZP04
11368;506.52;-1;UFM63ZP04
11369;505.09;1;UFM63ZP04
11370;505.09;-1;UFM63ZP04
11371;507.14;-1;UFM63ZP04
11372;507.14;1;UFM63ZP04
11373;507.16;1;UFM63ZP04
11374;507.16;-1;UFM63ZP04
11375;507.24;1;UFM63ZP04
11376;507.24;-1;UFM63ZP04
11377;506.59;-1;UFM63ZP04
11378;506.59;1;UFM63ZP04
11379;509.14;-1;UFM63ZP04
11380;509.14;1;UFM63ZP04
11381;506.18;1;UFM63ZP04
11382;506.73;-1;UFM63ZP04
11383;507.92;1;UFM63ZP04
11384;507.92;-1;UFM63ZP04
11385;507.59;1;UFM63ZP04
11386;507.59;-1;UFM63ZP04
11387;507.67;1;UFM63ZP04
11388;507.67;-1;UFM63ZP04
11389;507.74;-1;UFM63ZP04
11390;507.74;1;UFM63ZP04
11391;505.74;-1;UFM63ZP04
11392;505.84;1;UFM63ZP04
11393;504.80;1;UFM63ZP04
11394;504.80;-1;UFM63ZP04
11395;505.19;-1;UFM63ZP04
11396;505.18;1;UFM63ZP04
11397;505.19;-1;UFM63ZP04
11398;505.19;1;UFM63ZP04
11399;505.19;1;UFM63ZP04
11400;505.19;-1;UFM63ZP04
11401;506.99;1;UFM63ZP04
11402;506.99;-1;UFM63ZP04
11403;506.99;-1;UFM63ZP04
11404;506.99;1;UFM63ZP04
11405;506.79;1;UFM63ZP04
11406;506.79;-1;UFM63ZP04
11407;507.14;-1;UFM63ZP04
11408;507.14;1;UFM63ZP04
11409;506.22;-1;UFM63ZP04
11410;506.22;1;UFM63ZP04
11411;506.46;1;UFM63ZP04
11412;506.46;-1;UFM63ZP04
11413;505.89;1;UFM63ZP04
11414;506.12;-1;UFM63ZP04
11415;506.15;1;UFM63ZP04
11416;506.15;-1;UFM63ZP04
11417;507.25;-1;UFM63ZP04
11418;507.25;1;UFM63ZP04
11419;505.86;-1;UFM63ZP04
11420;505.86;1;UFM63ZP04
11421;507.17;-1;UFM63ZP04
11422;507.17;1;UFM63ZP04
11423;506.27;-1;UFM63ZP04
11424;506.27;1;UFM63ZP04
11425;506.37;1;UFM63ZP04
11426;506.37;-1;UFM63ZP04
11427;504.78;1;UFM63ZP04
11428;504.78;-1;UFM63ZP04
11429;505.39;1;UFM63ZP07
11430;505.39;-1;UFM63ZP07
11431;505.57;-1;UFM63ZP07
11432;505.57;1;UFM63ZP07
11433;505.55;1;UFM63ZP07
11434;505.55;-1;UFM63ZP07
11435;505.37;1;UFM63ZP07
11436;505.37;-1;UFM63ZP07
11437;505.56;1;UFM63ZP07
11438;505.56;-1;UFM63ZP07
11439;504.95;-1;UFM63ZP07
11440;504.96;1;UFM63ZP07
11441;504.99;-1;UFM63ZP07
11442;504.99;1;UFM63ZP07
11443;503.75;1;UFM63ZP07
11444;503.75;-1;UFM63ZP07
11445;504.64;1;UFM63ZP07
11446;503.88;-1;UFM63ZP07
11447;505.16;1;UFM63ZP07
11448;505.16;-1;UFM63ZP07
11449;504.97;-1;UFM63ZP07
11450;504.97;1;UFM63ZP07
11451;505.13;1;UFM63ZP07
11452;505.13;-1;UFM63ZP07
K3090;504.11;1;UFM63ZP07
K3091;503.60;-1;UFM63ZP07
11459;503.45;1;UFM63ZP07
11460;503.45;-1;UFM63ZP07
11461;503.45;-1;UFM63ZP07
11462;503.45;1;UFM63ZP07
11463;504.52;-1;UFM63ZP07
11464;504.52;1;UFM63ZP07
11465;503.57;1;UFM63ZP07
11466;503.57;-1;UFM63ZP07
11467;504.18;1;UFM63ZP07
11468;504.18;-1;UFM63ZP07
11469;503.45;-1;UFM63ZP07
11470;503.45;1;UFM63ZP07
11471;504.19;-1;UFM63ZP07
11472;504.19;1;UFM63ZP07
11473;504.57;-1;UFM63ZP07
11474;504.57;1;UFM63ZP07
11475;504.05;1;UFM63ZP07
11476;504.05;-1;UFM63ZP07
11477;503.64;-1;UFM63ZP07
11478;503.64;1;UFM63ZP07
11479;503.80;1;UFM63ZP07
11480;503.80;-1;UFM63ZP07
11481;504.48;1;UFM63ZP07
11482;504.48;-1;UFM63ZP07
11487;503.49;1;UFM63ZP07
11488;503.49;-1;UFM63ZP07
11491;504.25;1;UFM63ZP07
11492;504.25;-1;UFM63ZP07
101732;504.16;1;UFM63ZP07
11497;504.61;1;UFM63ZP07
11498;505.22;-1;UFM63ZP07
11499;505.63;1;UFM63ZP07
11500;505.63;-1;UFM63ZP07
11501;503.21;-1;UFM63ZP07
11502;503.27;1;UFM63ZP07
11503;504.60;1;UFM63ZP07
11504;504.60;-1;UFM63ZP07
11505;503.21;1;UFM63ZP07
11506;504.49;-1;UFM63ZP07
11507;504.72;1;UFM63ZP07
11508;504.72;-1;UFM63ZP07
11509;504.59;1;UFM63ZP07
11510;504.59;-1;UFM63ZP07
11513;505.20;-1;UFM63ZP08
11514;505.20;1;UFM63ZP08
11515;504.43;1;UFM63ZP07
11516;504.43;-1;UFM63ZP07
11517;503.46;1;UFM63ZP07
11518;503.46;-1;UFM63ZP07
11519;503.60;1;UFM63ZP07
11520;503.60;-1;UFM63ZP07
11521;503.94;1;UFM63ZP07
11522;503.94;-1;UFM63ZP07
11523;504.03;1;UFM63ZP07
11524;504.03;-1;UFM63ZP07
11525;503.92;-1;UFM63ZP07
11526;503.92;1;UFM63ZP07
11527;503.98;1;UFM63ZP07
11528;503.98;-1;UFM63ZP07
11529;504.09;-1;UFM63ZP07
11530;504.09;1;UFM63ZP07
11531;503.42;1;UFM63ZP07
11532;503.42;-1;UFM63ZP07
11533;502.49;-1;UFM63ZP07
11534;502.49;1;UFM63ZP07
11535;503.90;1;UFM63ZP07
11536;503.90;-1;UFM63ZP07
11537;504.95;-1;UFM63ZP07
11538;504.95;1;UFM63ZP07
11539;504.09;1;UFM63ZP07
11540;504.09;-1;UFM63ZP07
11541;503.51;1;UFM63ZP07
11542;503.51;-1;UFM63ZP07
11543;503.38;-1;UFM63ZP07
11544;503.38;1;UFM63ZP07
11545;503.85;-1;UFM63ZP07
11546;503.85;1;UFM63ZP07
11547;503.39;1;UFM63ZP07
11548;503.39;-1;UFM63ZP07
11549;503.08;-1;UFM63ZP07
11550;503.08;1;UFM63ZP07
11551;503.11;1;UFM63ZP07
11552;503.11;-1;UFM63ZP07
11553;504.86;1;UFM63ZP08
11554;504.86;-1;UFM63ZP08
11555;499.10;1;UFM61ZP05
11556;499.10;-1;UFM61ZP05
11559;501.19;-1;UFM61ZP05
11560;501.19;1;UFM61ZP05
11561;501.19;1;UFM61ZP05
11562;501.19;-1;UFM61ZP05
11563;501.19;-1;UFM61ZP05
11564;501.19;1;UFM61ZP05
11567;500.77;-1;UFM61ZP04
11568;500.77;1;UFM61ZP04
11579;500.66;1;UFM61ZP04
11580;500.66;-1;UFM61ZP04
11581;500.66;1;UFM61ZP04
11582;500.66;-1;UFM61ZP04
11583;500.66;1;UFM61ZP04
11584;500.66;-1;UFM61ZP04
11585;500.66;-1;UFM61ZP04
11586;500.66;1;UFM61ZP04
14397;501.45;-1;UFM61ZP04
14398;501.45;1;UFM61ZP04
11591;501.36;1;UFM61ZP04
11592;501.36;-1;UFM61ZP04
11593;501.45;1;UFM61ZP04
11594;501.45;-1;UFM61ZP04
11595;501.45;1;UFM61ZP04
11596;501.45;-1;UFM61ZP04
11597;501.45;-1;UFM61ZP04
11598;501.45;1;UFM61ZP04
11599;501.36;1;UFM61ZP04
11600;501.36;-1;UFM61ZP04
11601;499.99;1;UFM61ZP04
11602;499.99;-1;UFM61ZP04
11603;500.87;1;UFM61ZP04
