"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"TMK_MN004","3379","20180525","17.9","3","0"
"TMK_MN004","3379","20180526","18.7","3","0"
"TMK_MN004","3379","20180527","20.6","3","0"
"TMK_MN004","3379","20180528","22.3","3","0"
"TMK_MN004","3379","20180529","21.7","3","0"
"TMK_MN004","3379","20180530","21.6","3","0"
"TMK_MN004","3379","20180531","21","3","0"
"TMK_MN004","3379","20180601","19.4","3","0"
"TMK_MN004","3379","20180602","19.8","3","0"
"TMK_MN004","3379","20180603","21","3","0"
"TMK_MN004","3379","20180604","21.9","3","0"
"TMK_MN004","3379","20180605","22.1","3","0"
"TMK_MN004","3379","20180606","20.1","3","0"
"TMK_MN004","3379","20180607","19.2","3","0"
"TMK_MN004","3379","20180608","20.9","3","0"
"TMK_MN004","3379","20180609","20.8","3","0"
"TMK_MN004","3379","20180610","21.5","3","0"
"TMK_MN004","3379","20180611","22.2","3","0"
"TMK_MN004","3379","20180612","18.1","3","0"
"TMK_MN004","3379","20180613","13.4","3","0"
"TMK_MN004","3379","20180614","14.4","3","0"
"TMK_MN004","3379","20180615","17","3","0"
"TMK_MN004","3379","20180616","18.9","3","0"
"TMK_MN004","3379","20180617","18.6","3","0"
"TMK_MN004","3379","20180618","18.4","3","0"
"TMK_MN004","3379","20180619","19.5","3","0"
"TMK_MN004","3379","20180620","21.8","3","0"
"TMK_MN004","3379","20180621","21.7","3","0"
"TMK_MN004","3379","20180622","13.4","3","0"
"TMK_MN004","3379","20180623","14.2","3","0"
"TMK_MN004","3379","20180624","15.8","3","0"
"TMK_MN004","3379","20180625","15.3","3","0"
"TMK_MN004","3379","20180626","17.1","3","0"
"TMK_MN004","3379","20180627","16.5","3","0"
"TMK_MN004","3379","20180628","14.2","3","0"
"TMK_MN004","3379","20180629","18.3","3","0"
"TMK_MN004","3379","20180630","20.7","3","0"
"TMK_MN004","3379","20180701","17.8","3","0"
"TMK_MN004","3379","20180702","18.1","3","0"
"TMK_MN004","3379","20180703","20.2","3","0"
"TMK_MN004","3379","20180704","21.3","3","0"
"TMK_MN004","3379","20180705","19.8","3","0"
"TMK_MN004","3379","20180706","17.1","3","0"
"TMK_MN004","3379","20180707","19.2","3","0"
"TMK_MN004","3379","20180708","20.3","3","0"
"TMK_MN004","3379","20180709","21.1","3","0"
"TMK_MN004","3379","20180710","18.1","3","0"
"TMK_MN004","3379","20180711","16.4","3","0"
"TMK_MN004","3379","20180712","18.2","3","0"
"TMK_MN004","3379","20180713","20.6","3","0"
"TMK_MN004","3379","20180714","20.5","3","0"
"TMK_MN004","3379","20180715","20.1","3","0"
"TMK_MN004","3379","20180716","19.6","3","0"
"TMK_MN004","3379","20180717","19.6","3","0"
"TMK_MN004","3379","20180718","22","3","0"
"TMK_MN004","3379","20180719","21.8","3","0"
"TMK_MN004","3379","20180720","23","3","0"
"TMK_MN004","3379","20180721","18","3","0"
"TMK_MN004","3379","20180722","17.1","3","0"
"TMK_MN004","3379","20180723","20","3","0"
"TMK_MN004","3379","20180724","22.1","3","0"
"TMK_MN004","3379","20180725","23.1","3","0"
"TMK_MN004","3379","20180726","23.3","3","0"
"TMK_MN004","3379","20180727","23.7","3","0"
"TMK_MN004","3379","20180728","23.7","3","0"
"TMK_MN004","3379","20180729","24.1","3","0"
"TMK_MN004","3379","20180730","25.3","3","0"
"TMK_MN004","3379","20180731","26","3","0"
"TMK_MN004","3379","20180801","27.2","3","0"
"TMK_MN004","3379","20180802","24.3","3","0"
"TMK_MN004","3379","20180803","25.9","3","0"
"TMK_MN004","3379","20180804","26.4","3","0"
"TMK_MN004","3379","20180805","25.9","3","0"
"TMK_MN004","3379","20180806","25.4","3","0"
"TMK_MN004","3379","20180807","25.6","3","0"
"TMK_MN004","3379","20180808","24.6","3","0"
"TMK_MN004","3379","20180809","25","3","0"
"TMK_MN004","3379","20180810","16.5","3","0"
"TMK_MN004","3379","20180811","18.4","3","0"
"TMK_MN004","3379","20180812","20.9","3","0"
"TMK_MN004","3379","20180813","21.9","3","0"
"TMK_MN004","3379","20180814","19.7","3","0"
"TMK_MN004","3379","20180815","20.5","3","0"
"TMK_MN004","3379","20180816","21.5","3","0"
"TMK_MN004","3379","20180817","21.9","3","0"
"TMK_MN004","3379","20180818","21.9","3","0"
"TMK_MN004","3379","20180819","23.2","3","0"
"TMK_MN004","3379","20180820","23.5","3","0"
"TMK_MN004","3379","20180821","23","3","0"
"TMK_MN004","3379","20180822","23.9","3","0"
"TMK_MN004","3379","20180823","23.8","3","0"
"TMK_MN004","3379","20180824","18.4","3","0"
"TMK_MN004","3379","20180825","14","3","0"
"TMK_MN004","3379","20180826","13.4","3","0"
"TMK_MN004","3379","20180827","18.1","3","0"
"TMK_MN004","3379","20180828","20.1","3","0"
"TMK_MN004","3379","20180829","20.5","3","0"
"TMK_MN004","3379","20180830","17","3","0"
"TMK_MN004","3379","20180831","14.3","3","0"
"TMK_MN004","3379","20180901","12","3","0"
"TMK_MN004","3379","20180902","13.8","3","0"
"TMK_MN004","3379","20180903","16.1","3","0"
"TMK_MN004","3379","20180904","15.9","3","0"
"TMK_MN004","3379","20180905","18","3","0"
"TMK_MN004","3379","20180906","18.8","3","0"
"TMK_MN004","3379","20180907","17.3","3","0"
"TMK_MN004","3379","20180908","16.5","3","0"
"TMK_MN004","3379","20180909","17.3","3","0"
"TMK_MN004","3379","20180910","18.8","3","0"
"TMK_MN004","3379","20180911","20.3","3","0"
"TMK_MN004","3379","20180912","21.7","3","0"
"TMK_MN004","3379","20180913","19.4","3","0"
"TMK_MN004","3379","20180914","16.9","3","0"
"TMK_MN004","3379","20180915","16.7","3","0"
"TMK_MN004","3379","20180916","16.8","3","0"
"TMK_MN004","3379","20180917","19.7","3","0"
"TMK_MN004","3379","20180918","20.3","3","0"
"TMK_MN004","3379","20180919","19.4","3","0"
"TMK_MN004","3379","20180920","20.1","3","0"
"TMK_MN004","3379","20180921","19.7","3","0"
"TMK_MN004","3379","20180922","14","3","0"
"TMK_MN004","3379","20180923","17.3","3","0"
"TMK_MN004","3379","20180924","9.3","3","0"
"TMK_MN004","3379","20180925","7.9","3","0"
"TMK_MN004","3379","20180926","10","3","0"
"TMK_MN004","3379","20180927","13.7","3","0"
"TMK_MN004","3379","20180928","15.2","3","0"
"TMK_MN004","3379","20180929","11.2","3","0"
"TMK_MN004","3379","20180930","11.8","3","0"
"TMK_MN004","3379","20181001","10.4","3","0"
"TMK_MN004","3379","20181002","8.8","3","0"
"TMK_MN004","3379","20181003","11.2","3","0"
"TMK_MN004","3379","20181004","10.9","3","0"
"TMK_MN004","3379","20181005","11.8","3","0"
"TMK_MN004","3379","20181006","15.3","3","0"
"TMK_MN004","3379","20181007","15.7","3","0"
"TMK_MN004","3379","20181008","13.2","3","0"
"TMK_MN004","3379","20181009","13.3","3","0"
"TMK_MN004","3379","20181010","15.2","3","0"
"TMK_MN004","3379","20181011","16.5","3","0"
"TMK_MN004","3379","20181012","17.2","3","0"
"TMK_MN004","3379","20181013","14.5","3","0"
"TMK_MN004","3379","20181014","15.9","3","0"
"TMK_MN004","3379","20181015","14.4","3","0"
"TMK_MN004","3379","20181016","13.8","3","0"
"TMK_MN004","3379","20181017","12.8","3","0"
"TMK_MN004","3379","20181018","11.7","3","0"
"TMK_MN004","3379","20181019","10.5","3","0"
"TMK_MN004","3379","20181020","10.2","3","0"
"TMK_MN004","3379","20181021","9.6","3","0"
"TMK_MN004","3379","20181022","7.6","3","0"
"TMK_MN004","3379","20181023","10.5","3","0"
"TMK_MN004","3379","20181024","11.1","3","0"
"TMK_MN004","3379","20181025","11.9","3","0"
"TMK_MN004","3379","20181026","11.3","3","0"
"TMK_MN004","3379","20181027","5.8","3","0"
"TMK_MN004","3379","20181028","3.3","3","0"
"TMK_MN004","3379","20181029","6.9","3","0"
"TMK_MN004","3379","20181030","8.6","3","0"
"TMK_MN004","3379","20181031","6.7","3","0"
"TMK_MN004","3379","20181101","8.9","3","0"
"TMK_MN004","3379","20181102","8.2","3","0"
"TMK_MN004","3379","20181103","9.3","3","0"
"TMK_MN004","3379","20181104","9.7","3","0"
"TMK_MN004","3379","20181105","10.8","3","0"
"TMK_MN004","3379","20181106","12.6","3","0"
"TMK_MN004","3379","20181107","10.9","3","0"
"TMK_MN004","3379","20181108","10.1","3","0"
"TMK_MN004","3379","20181109","8.5","3","0"
"TMK_MN004","3379","20181110","8","3","0"
"TMK_MN004","3379","20181111","9.1","3","0"
"TMK_MN004","3379","20181112","9.2","3","0"
"TMK_MN004","3379","20181113","8.2","3","0"
"TMK_MN004","3379","20181114","4.8","3","0"
"TMK_MN004","3379","20181115","4.5","3","0"
"TMK_MN004","3379","20181116","3.1","3","0"
"TMK_MN004","3379","20181117","2.6","3","0"
"TMK_MN004","3379","20181118","1.4","3","0"
"TMK_MN004","3379","20181119","-0.1","3","0"
"TMK_MN004","3379","20181120","1.8","3","0"
"TMK_MN004","3379","20181121","0.1","3","0"
"TMK_MN004","3379","20181122","2.2","3","0"
"TMK_MN004","3379","20181123","1.4","3","0"
"TMK_MN004","3379","20181124","4.3","3","0"
"TMK_MN004","3379","20181125","2.7","3","0"
"TMK_MN004","3379","20181126","1.9","3","0"
"TMK_MN004","3379","20181127","0.9","3","0"
"TMK_MN004","3379","20181128","-0.1","3","0"
"TMK_MN004","3379","20181129","-0.1","3","0"
"TMK_MN004","3379","20181130","2.1","3","0"
"TMK_MN004","3379","20181201","5.8","3","0"
"TMK_MN004","3379","20181202","7.7","3","0"
"TMK_MN004","3379","20181203","12","3","0"
"TMK_MN004","3379","20181204","7.9","3","0"
"TMK_MN004","3379","20181205","4.7","3","0"
"TMK_MN004","3379","20181206","8.3","3","0"
"TMK_MN004","3379","20181207","11","3","0"
"TMK_MN004","3379","20181208","6.9","3","0"
"TMK_MN004","3379","20181209","6.2","3","0"
"TMK_MN004","3379","20181210","2.7","3","0"
"TMK_MN004","3379","20181211","1","3","0"
"TMK_MN004","3379","20181212","0.5","3","0"
"TMK_MN004","3379","20181213","-0.9","3","0"
"TMK_MN004","3379","20181214","-2.2","3","0"
"TMK_MN004","3379","20181215","-2.2","3","0"
"TMK_MN004","3379","20181216","-1.6","3","0"
"TMK_MN004","3379","20181217","0.8","3","0"
"TMK_MN004","3379","20181218","2.4","3","0"
"TMK_MN004","3379","20181219","1.3","3","0"
"TMK_MN004","3379","20181220","5.4","3","0"
"TMK_MN004","3379","20181221","7.5","3","0"
"TMK_MN004","3379","20181222","9.8","3","0"
"TMK_MN004","3379","20181223","8.1","3","0"
"TMK_MN004","3379","20181224","4.8","3","0"
"TMK_MN004","3379","20181225","0.7","3","0"
"TMK_MN004","3379","20181226","-1.7","3","0"
"TMK_MN004","3379","20181227","-1.9","3","0"
"TMK_MN004","3379","20181228","1.2","3","0"
"TMK_MN004","3379","20181229","-0.1","3","0"
"TMK_MN004","3379","20181230","2.8","3","0"
"TMK_MN004","3379","20181231","3.4","3","0"
